"CanonicalName","CN","Created","createTimeStamp","Deleted","Description","DisplayName","DistinguishedName","dSCorePropagationData","extensionAttribute10","extensionAttribute11","extensionAttribute12","extensionAttribute13","extensionAttribute14","extensionAttribute15","GroupCategory","GroupScope","groupType","HomePage","instanceType","isDeleted","LastKnownParent","legacyExchangeDN","mail","mailNickname","ManagedBy","member","MemberOf","Members","Modified","modifyTimeStamp","msExchArbitrationMailbox","msExchPoliciesIncluded","msExchRecipientDisplayType","msExchVersion","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","objectSid","ProtectedFromAccidentalDeletion","proxyAddresses","reportToOriginator","SamAccountName","sAMAccountType","sDRightsEffective","showInAddressBook","SID","SIDHistory","uSNChanged","uSNCreated","whenChanged","whenCreated","PropertyNames","AddedProperties","RemovedProperties","ModifiedProperties","PropertyCount","GroupNames"
"intbca.gov.tw/MOF/B01ROOT/B01/B011C00/B011C00","B011C00","2012/9/10 下午 06:53:50","2012/9/10 下午 06:53:50",,,"B011C00審查一科","CN=B011C00,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011C00營所稅組","B011C00營所稅組","B011C00營所稅組","B011C00營所稅組","B011C00營所稅組","B011C00營所稅組","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011C00","B011C00@ntbca.gov.tw","B011C00",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/8/1 上午 10:36:45","2024/8/1 上午 10:36:45","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011C00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","ab38d487-8d49-4287-b880-69b7cb7847d6","S-1-5-21-679905514-346105766-3537659097-10468","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011C00","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10468","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","457101110","22124","2024/8/1 上午 10:36:45","2012/9/10 下午 06:53:50","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B01"
"intbca.gov.tw/MOF/B01ROOT/N57/N575700/N575709/N575709","N575709","2012/9/10 下午 07:29:53","2012/9/10 下午 07:29:53",,,"N575709北斗稽徵所銷售稅股","CN=N575709,OU=N575709,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","N575709北斗稽徵所銷售稅股","N575709北斗稽徵所銷售稅股","N575709北斗稽徵所銷售稅股","N575709北斗稽徵所銷售稅股","N575709北斗稽徵所銷售稅股","N575709北斗稽徵所銷售稅股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=N575709","N575709@ntbca.gov.tw","N575709",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/3/18 下午 02:52:15","2024/3/18 下午 02:52:15","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","N575709","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","1fc60a8a-f351-48c4-9a65-830c9e2a6424","S-1-5-21-679905514-346105766-3537659097-10964","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","N575709","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10964","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","380832491","22128","2024/3/18 下午 02:52:15","2012/9/10 下午 07:29:53","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","N57"
"intbca.gov.tw/MOF/B01ROOT/B01/B011B00/B011B00","B011B00","2012/9/10 下午 06:53:36","2012/9/10 下午 06:53:36",,,"B011B00服務科","CN=B011B00,OU=B011B00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011B00服務科","B011B00服務科","B011B00服務科","B011B00服務科","B011B00服務科","B011B00服務科","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011B00","B011B00@ntbca.gov.tw","B011B00",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2023/1/13 下午 08:08:31","2023/1/13 下午 08:08:31","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011B00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","9250908e-3343-45b4-af7f-8b841c548aa6","S-1-5-21-679905514-346105766-3537659097-10463","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011B00","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10463","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","192818414","22133","2023/1/13 下午 08:08:31","2012/9/10 下午 06:53:36","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B01"
"intbca.gov.tw/MOF/B01ROOT/N56/N565600/N565607/N565607","N565607","2012/9/10 下午 07:27:30","2012/9/10 下午 07:27:30",,,"N565607員林稽徵所營所遺贈稅股","CN=N565607,OU=N565607,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","N565607員林稽徵所營所遺贈稅股","N565607員林稽徵所營所遺贈稅股","N565607員林稽徵所營所遺贈稅股","N565607員林稽徵所營所遺贈稅股","N565607員林稽徵所營所遺贈稅股","N565607員林稽徵所營所遺贈稅股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=N565607","N565607@ntbca.gov.tw","N565607",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/8/1 下午 05:08:22","2024/8/1 下午 05:08:22","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","N565607","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","41075d96-ed34-4ebb-865c-02b33ea8550d","S-1-5-21-679905514-346105766-3537659097-10950","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","N565607","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10950","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","457267941","22143","2024/8/1 下午 05:08:22","2012/9/10 下午 07:27:30","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","N56"
"intbca.gov.tw/MOF/B01ROOT/N56/N565600/N565610/N565610","N565610","2012/9/10 下午 07:29:15","2012/9/10 下午 07:29:15",,,"N565610員林稽徵所服務管理股","CN=N565610,OU=N565610,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","N565610員林稽徵所服務管理股","N565610員林稽徵所服務管理股","N565610員林稽徵所服務管理股","N565610員林稽徵所服務管理股","N565610員林稽徵所服務管理股","N565610員林稽徵所服務管理股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=N565610","N565610@ntbca.gov.tw","N565610",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/9/18 下午 02:04:22","2024/9/18 下午 02:04:22","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","N565610","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","f3d530a0-4b79-42a3-997f-c6b586474951","S-1-5-21-679905514-346105766-3537659097-10953","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","N565610","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10953","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","485981554","22161","2024/9/18 下午 02:04:22","2012/9/10 下午 07:29:15","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","N56"
"intbca.gov.tw/MOF/B01ROOT/B01/B011T00/B011T01/B011T01","B011T01","2012/9/10 下午 07:03:42","2012/9/10 下午 07:03:42",,,"B011T01法務一科違章審理股","CN=B011T01,OU=B011T01,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011T01法務組違章審理股","B011T01法務組違章審理股","B011T01法務組違章審理股","B011T01法務組違章審理股","B011T01法務組違章審理股","B011T01法務組違章審理股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011T01","B011T01@ntbca.gov.tw","B011T01",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/8/1 下午 03:20:26","2024/8/1 下午 03:20:26","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011T01","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","dc3578a7-4df6-4268-867c-caeae912bda5","S-1-5-21-679905514-346105766-3537659097-10563","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011T01","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10563","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","457221931","22169","2024/8/1 下午 03:20:26","2012/9/10 下午 07:03:42","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011T00"
"intbca.gov.tw/MOF/B01ROOT/P63/P636300/P632H12/P632H12","P632H12","2011/7/7 下午 04:31:21","2011/7/7 下午 04:31:21",,"第三課","P632H12雲林分局銷售稅課","CN=P632H12,OU=P632H12,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","P632H12雲林分局銷售稅課","P632H12雲林分局銷售稅課","P632H12雲林分局銷售稅課","P632H12雲林分局銷售稅課","P632H12雲林分局銷售稅課","P632H12雲林分局銷售稅課","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=P632H12","P632H12@ntbca.gov.tw","P632H12",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/8/1 上午 10:44:22","2024/8/1 上午 10:44:22","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","P632H12","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","d0128fae-efc4-4859-9e08-bede7d25ef4b","S-1-5-21-679905514-346105766-3537659097-3541","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","P632H12","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-3541","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","457104517","22182","2024/8/1 上午 10:44:22","2011/7/7 下午 04:31:21","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","P63"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502M03/B502M03","B502M03","2012/9/10 下午 07:13:54","2012/9/10 下午 07:13:54",,,"B502M03豐原分局人事室","CN=B502M03,OU=B502M03,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B502M03豐原分局人事室","B502M03豐原分局人事室","B502M03豐原分局人事室","B502M03豐原分局人事室","B502M03豐原分局人事室","B502M03豐原分局人事室","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B502M03","B502M03@ntbca.gov.tw","B502M03",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2022/8/5 上午 10:12:57","2022/8/5 上午 10:12:57","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B502M03","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","e3ea8aaf-db15-4850-9098-1c2262777745","S-1-5-21-679905514-346105766-3537659097-10696","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B502M03","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10696","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","139332014","22185","2022/8/5 上午 10:12:57","2012/9/10 下午 07:13:54","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B50"
"intbca.gov.tw/MOF/B01ROOT/B01/B011R00/B011R01/B011R01","B011R01","2012/9/10 下午 07:02:30","2012/9/10 下午 07:02:30",,,"B011R01審查二科綜合所得稅股","CN=B011R01,OU=B011R01,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011R01綜所遺贈稅組綜合所得稅股","B011R01綜所遺贈稅組綜合所得稅股","B011R01綜所遺贈稅組綜合所得稅股","B011R01綜所遺贈稅組綜合所得稅股","B011R01綜所遺贈稅組綜合所得稅股","B011R01綜所遺贈稅組綜合所得稅股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011R01","B011R01@ntbca.gov.tw","B011R01",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/7/1 下午 03:04:20","2024/7/1 下午 03:04:20","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011R01","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","6b2fa7b0-4b82-47d4-8af6-e42ee9406fa5","S-1-5-21-679905514-346105766-3537659097-10552","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011R01","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10552","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","441367760","22186","2024/7/1 下午 03:04:20","2012/9/10 下午 07:02:30","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011R00"
"intbca.gov.tw/MOF/B01ROOT/B01/B011M00/B011M01/B011M01","B011M01","2012/9/10 下午 07:00:55","2012/9/10 下午 07:00:55",,,"B011M01人事室組編人力股","CN=B011M01,OU=B011M01,OU=B011M00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011M01人事室組編人力股","B011M01人事室組編人力股","B011M01人事室組編人力股","B011M01人事室組編人力股","B011M01人事室組編人力股","B011M01人事室組編人力股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011M01","B011M01@ntbca.gov.tw","B011M01",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/6/3 上午 10:20:26","2024/6/3 上午 10:20:26","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011M01","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","2ea3bec1-9358-43da-a2f8-c509f77b8394","S-1-5-21-679905514-346105766-3537659097-10529","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011M01","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10529","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","426488782","22208","2024/6/3 上午 10:20:26","2012/9/10 下午 07:00:55","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011M00"
"intbca.gov.tw/MOF/B01ROOT/B01/B011E00/B011E01/B011E01","B011E01","2012/9/10 下午 06:58:14","2012/9/10 下午 06:58:14",,,"B011E01審查三科貨物、菸酒、證券期貨交易稅股","CN=B011E01,OU=B011E01,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011E01銷售稅組特種消費稅股","B011E01銷售稅組特種消費稅股","B011E01銷售稅組特種消費稅股","B011E01銷售稅組特種消費稅股","B011E01銷售稅組特種消費稅股","B011E01銷售稅組特種消費稅股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011E01","B011E01@ntbca.gov.tw","B011E01",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/3/7 下午 02:40:20","2024/3/7 下午 02:40:20","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011E01","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","05d57cc3-d4e9-4d1c-ab14-193ab47adcd7","S-1-5-21-679905514-346105766-3537659097-10488","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011E01","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10488","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","374942234","22212","2024/3/7 下午 02:40:20","2012/9/10 下午 06:58:14","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011E00"
"intbca.gov.tw/MOF/B01ROOT/B01/B011P00/B011P00","B011P00","2012/9/10 下午 07:01:21","2012/9/10 下午 07:01:21",,,"B011P00監察室","CN=B011P00,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011P00監察室","B011P00監察室","B011P00監察室","B011P00監察室","B011P00監察室","B011P00監察室","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011P00","B011P00@ntbca.gov.tw","B011P00",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2023/6/20 上午 11:28:28","2023/6/20 上午 11:28:28","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011P00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","8d5b49c4-392e-4193-8a9a-164075e0a2e2","S-1-5-21-679905514-346105766-3537659097-10537","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011P00","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10537","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","250405752","22213","2023/6/20 上午 11:28:28","2012/9/10 下午 07:01:21","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B01"
"intbca.gov.tw/MOF/B01ROOT/B01/B011R00/B011R00","B011R00","2012/9/10 下午 07:02:30","2012/9/10 下午 07:02:30",,,"B011R00審查二科","CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011R00綜所遺贈稅組","B011R00綜所遺贈稅組","B011R00綜所遺贈稅組","B011R00綜所遺贈稅組","B011R00綜所遺贈稅組","B011R00綜所遺贈稅組","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011R00","B011R00@ntbca.gov.tw","B011R00",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/7/16 下午 02:12:43","2024/7/16 下午 02:12:43","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011R00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","6fc17ac8-83f2-4d30-a80c-fb9a14d296b1","S-1-5-21-679905514-346105766-3537659097-10551","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011R00","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10551","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","448598323","22217","2024/7/16 下午 02:12:43","2012/9/10 下午 07:02:30","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B01"
