"CanonicalName","City","CN","Country","Created","createTimeStamp","Deleted","Description","DisplayName","DistinguishedName","dSCorePropagationData","gPLink","instanceType","isDeleted","LastKnownParent","LinkedGroupPolicyObjects","ManagedBy","Modified","modifyTimeStamp","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","ou","PostalCode","ProtectedFromAccidentalDeletion","protocom-SSO-Entries","protocom-SSO-Entries-Checksum","protocom-SSO-Security-Prefs","protocom-SSO-Security-Prefs-Checksum","sDRightsEffective","State","StreetAddress","uSNChanged","uSNCreated","whenChanged","whenCreated"
"intbca.gov.tw/MOF/B01ROOT/B01/B011C00/B011C05",,,,"2012/9/10 下午 06:54:12","2012/9/10 下午 06:54:12",,,"B011C05營所稅組審查一股","OU=B011C05,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:24","2023/1/13 下午 06:52:24","B011C05","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","ae71f211-d574-48d0-b766-0cac0283c3ee","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796601","16683","2023/1/13 下午 06:52:24","2012/9/10 下午 06:54:12"
"intbca.gov.tw/MOF/B01ROOT/B01/B011C00/B011C06",,,,"2012/9/10 下午 06:57:47","2012/9/10 下午 06:57:47",,,"B011C06營所稅組審查二股","OU=B011C06,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:24","2023/1/13 下午 06:52:24","B011C06","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","7fce1aa1-adcb-421b-bd80-32c48a025e32","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796603","16684","2023/1/13 下午 06:52:24","2012/9/10 下午 06:57:47"
"intbca.gov.tw/MOF/B01ROOT/B01/B011C00/B011C07",,,,"2012/9/10 下午 06:57:52","2012/9/10 下午 06:57:52",,,"B011C07營所稅組審查三股","OU=B011C07,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:25","2023/1/13 下午 06:52:25","B011C07","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","db7a9165-410e-4f4e-89e1-11b8dbd6d382","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796605","16693","2023/1/13 下午 06:52:25","2012/9/10 下午 06:57:52"
"intbca.gov.tw/MOF/B01ROOT/B01/B011D00",,,,"2012/9/10 下午 06:58:01","2012/9/10 下午 06:58:01",,,"B011D00徵收科","OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"," ","4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/9/1 上午 09:39:09","2020/9/1 上午 09:39:09","B011D00","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","1bcf4b9c-f937-4b59-9bcd-366dd6507e90","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"11357434","16703","2020/9/1 上午 09:39:09","2012/9/10 下午 06:58:01"
"intbca.gov.tw/MOF/B01ROOT/B01/B011D00/B011D01",,,,"2012/9/10 下午 06:58:01","2012/9/10 下午 06:58:01",,,"B011D01徵收科徵退股","OU=B011D01,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B011D01","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","c397632b-2110-43fc-843f-8bf8ad90a769","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16704","16704","2020/1/18 上午 11:31:05","2012/9/10 下午 06:58:01"
"intbca.gov.tw/MOF/B01ROOT/B01/B011D00/B011D05",,,,"2012/9/10 下午 06:58:05","2012/9/10 下午 06:58:05",,,"B011D05徵收科清欠及執行股(停用)","OU=B011D05,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/6/7 上午 08:44:22","2023/6/7 上午 08:44:22","B011D05","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","808bbfdd-9ffe-4a06-8de7-3948c504fdf0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"245067555","16708","2023/6/7 上午 08:44:22","2012/9/10 下午 06:58:05"
"intbca.gov.tw/MOF/B01ROOT/B01/B011E00",,,,"2012/9/10 下午 06:58:14","2012/9/10 下午 06:58:14",,,"B011E00銷售稅組","OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"," ","4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:25","2023/1/13 下午 06:52:25","B011E00","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","13c1f479-b4a9-4d21-81fa-32a8b17e9544","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796607","16721","2023/1/13 下午 06:52:25","2012/9/10 下午 06:58:14"
"intbca.gov.tw/MOF/B01ROOT/B01/B011F00",,,,"2012/9/10 下午 06:58:27","2012/9/10 下午 06:58:27",,,"B011F00綜合行政組","OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"," ","4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:26","2023/1/13 下午 06:52:26","B011F00","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","bf2aa292-0cae-4a56-bab8-ba182b069d2d","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796613","16688","2023/1/13 下午 06:52:26","2012/9/10 下午 06:58:27"
"intbca.gov.tw/MOF/B01ROOT/B01/B011F00/B011F06",,,,"2012/9/10 下午 06:58:28","2012/9/10 下午 06:58:28",,,"B011F06綜合行政組規劃設計股","OU=B011F06,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:26","2023/1/13 下午 06:52:26","B011F06","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","59218e90-e2fb-4534-874c-ad23ca511322","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796615","16730","2023/1/13 下午 06:52:26","2012/9/10 下午 06:58:28"
"intbca.gov.tw/MOF/B01ROOT/B01/B011F00/B011F07",,,,"2012/9/10 下午 06:58:32","2012/9/10 下午 06:58:32",,,"B011F07綜合行政組管考及覆核股","OU=B011F07,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/13 下午 06:52:27","2023/1/13 下午 06:52:27","B011F07","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","65bc076d-d30a-4756-bd0e-4d9f1716961a","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"192796617","16735","2023/1/13 下午 06:52:27","2012/9/10 下午 06:58:32"
"intbca.gov.tw/MOF/B01ROOT/B01/B011F00/B011F09",,,,"2012/9/10 下午 06:58:47","2012/9/10 下午 06:58:47",,,"B011F09綜合規劃科審核員組(停用)","OU=B011F09,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2023/1/15 下午 01:24:54","2023/1/15 下午 01:24:54","B011F09","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","a522a54c-888d-4bdc-a4ce-76a73e86510f","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"193397755","16689","2023/1/15 下午 01:24:54","2012/9/10 下午 06:58:47"
