"placeholder","dn","objectguid","cn","samaccountname","objectclass","objectcategory","name","grouptype","memberof","extensionattribute10","extensionattribute11","extensionattribute12","extensionattribute13","extensionattribute14","extensionattribute15","whencreated","whenchanged","mail_enabled","syncattrs_hash","dn_hash"
inner,"CN=B482K02,OU=B482K02,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9f7d70e98bde9046aceb165545c0b40b",B482K02,B482K02,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482K02,-2147483640,,,,,,,,2012-09-10 19:06:11,2020-01-18 11:31:12,"0","7655cf713802ff3f229dad77e998b901f678e2b83a6f6a2830043e41485d2151","2159796cb3911c2f43cbc4048e3ec8b08c6d4ecde1a4ac8f1707733b7bc40f33"
inner,"CN=B482N00,OU=B482N00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3655d150ea6346408b0925949019d2fe",B482N00,B482N00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482N00,-2147483640,,,,,,,,2012-09-10 19:06:12,2020-01-18 11:31:12,"0","53128b318901390711ca5bc27e053eeb7a81008cb6e8093c84c69b3c740fdea1","5fb4d3a8024c9c0f1465587f126124405ad40d8038a0347a0d700b7169a8c220"
inner,"CN=B482M00,OU=B482M00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6a3e8531228dfe408983c12a16b15410",B482M00,B482M00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482M00,-2147483640,,,,,,,,2012-09-10 19:06:11,2020-01-18 11:31:12,"0",c5545215c6b11079c44de6aeed4ae961c5cf1ef6e325868b1191dc7a0a2e648a,"60b915960615b918be4ae8c6a1a14302f405e246b1de6c09128c41c989865c55"
inner,"CN=B482M03,OU=B482M03,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a9a5118b06f7a84b92a058f30e903620,B482M03,B482M03,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482M03,-2147483640,,,,,,,,2012-09-10 19:06:11,2020-01-18 11:31:12,"0","47da7894aefb359e7eaff7ed126047615bf2dd370179fda520337496302d73fe","9abba45bf8d25ccb3435017af425fe8c4352a9553873c8d93527a3c46e91461b"
inner,"CN=B482L00,OU=B482L00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4ec60c9f32be6e439893840399fe77e4",B482L00,B482L00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482L00,-2147483640,,,,,,,,2012-09-10 19:06:11,2020-01-18 11:31:12,"0",d63a663f0c3f6186301104b0bf7917d53a23a486ec13120ee8fb1de241fa11e3,"239c8a1cccddd1bfbfd94cd43a3fd1defc358a6a07617ea8fbdaf4ad52bbd395"
inner,"CN=B482L05,OU=B482L05,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","62a7b85ec5278b4fb7803087af13d45c",B482L05,B482L05,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482L05,-2147483640,,,,,,,,2012-09-10 19:06:11,2020-01-18 11:31:12,"0","7117494b87c87b4f1e2aae91baf71b17da6b92c6f5c7da6a6c30c3b99517754d",c742b7b93c2c2040f006f805172f83f7fada73ca160eeb8511892b77494f1179
inner,"CN=B502F11,OU=B502F11,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","13c070fc3ee6f54882f2131576bd795b",B502F11,B502F11,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B502F11,-2147483640,"CN=B50,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B502F11豐原分局綜所稅課,B502F11豐原分局綜所稅課,B502F11豐原分局綜所稅課,B502F11豐原分局綜所稅課,B502F11豐原分局綜所稅課,B502F11豐原分局綜所稅課,2012-09-10 19:11:46,2024-06-26 11:24:38,"1",f61186e0c4ba7b12b06419132dd65c481e781e1c77a700bfc863bb921975d13b,e9aa8198287a4938e4b17b89ac799ab4899436cd170a75664f0db73cde7ce4b4
inner,"CN=B482N04,OU=B482N04,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3ce595c70569a64e9edcfe8cd155a98f",B482N04,B482N04,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B482N04,-2147483640,,,,,,,,2012-09-10 19:06:12,2020-01-18 11:31:12,"0","05165f6a8712ebf92a463f52ea78c33bded45db488f288d19b87b0c2f13294c8",c168785288f8eeeb0aa85e8726060c5ca2d5c8e4904aba4c66b65156499eb744
inner,"CN=B011K00,OU=B011K00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5d4566de8b1b654892699be7a8d7fdb7",B011K00,B011K00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B011K00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011K00秘書室,B011K00秘書室,B011K00秘書室,B011K00秘書室,B011K00秘書室,B011K00秘書室,2012-09-10 18:59:13,2024-01-22 14:28:16,"1","5612621aa6e25e4b8909c0d7720f7fa7a13d78245de27f88e8b9753a83750bd2","6f58b75dbb1c269aaad8126b3c889c29637d0c452b5d6ebfb01d692fa56f9b6f"
inner,"CN=B484802,OU=B484802,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","69ac4757da625a458ad6981aa8187fc1",B484802,B484802,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B484802,-2147483640,"CN=B48,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B484802民權稽徵所審核員,B484802民權稽徵所審核員,B484802民權稽徵所審核員,B484802民權稽徵所審核員,B484802民權稽徵所審核員,B484802民權稽徵所審核員,2012-09-10 19:06:13,2023-01-13 19:44:28,"1","53e18074f55d3012260102ede96f77382ee7081e8655c7ec88bea5a990ecc046",fdfbf9c04bed1d517e16985a6457bd7a521527861797705b79a77bae75c30e2c
inner,"CN=B484803,OU=B484803,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","822751251bff3b468f5416e41bdc33ef",B484803,B484803,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B484803,-2147483640,,B484803民權稽徵所服務股(停用),B484803民權稽徵所服務股(停用),B484803民權稽徵所服務股(停用),B484803民權稽徵所服務股(停用),B484803民權稽徵所服務股(停用),B484803民權稽徵所服務股(停用),2012-09-10 19:06:16,2020-01-18 11:31:12,"0","4eccb0ef31c0fd70c452f2aa5fc19d47aa53dfe9c70720a61d24ad9c7ee1ea2d","185aaf50a5c27207fbd158fcf940a25f7311f7daf1444b0fc4b82948affc7137"
inner,"CN=B484804,OU=B484804,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a8ae05f332e8ff4692df0665b359c74b,B484804,B484804,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B484804,-2147483640,,B484804民權稽徵所審查股(停用),B484804民權稽徵所審查股(停用),B484804民權稽徵所審查股(停用),B484804民權稽徵所審查股(停用),B484804民權稽徵所審查股(停用),B484804民權稽徵所審查股(停用),2012-09-10 19:06:17,2020-01-18 11:31:12,"0","81d525f72706bb23e3cdc645de27683f3d2b48cbc95dbbf7ddaf2a86254676a2",a068efe2c1eb798f93615b47b8cdc6a9aa7d0f0d8bc6a881ca78cadd40014e15
inner,"CN=B484805,OU=B484805,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1e7b9f2944f2994a919077e454686a0b",B484805,B484805,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B484805,-2147483640,,B484805民權稽徵所徵收股(停用),B484805民權稽徵所徵收股(停用),B484805民權稽徵所徵收股(停用),B484805民權稽徵所徵收股(停用),B484805民權稽徵所徵收股(停用),B484805民權稽徵所徵收股(停用),2012-09-10 19:06:17,2020-01-18 11:31:12,"0","2fd6f487b8b3d9637c7bd18158a71b1332afd9521f5c3e3ab5b47421ec6099bb",cd561b9ec4d8d9de21b11f9db2010d16fdd247548539bf73cffeb695b07908cf
inner,"CN=B484806,OU=B484806,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","122229a2d53d7b4bbcb947f5e8e06543",B484806,B484806,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B484806,-2147483640,,B484806民權稽徵所資料股(停用),B484806民權稽徵所資料股(停用),B484806民權稽徵所資料股(停用),B484806民權稽徵所資料股(停用),B484806民權稽徵所資料股(停用),B484806民權稽徵所資料股(停用),2012-09-10 19:06:17,2020-01-18 11:31:12,"0",ba6ca906b48c22272731b04c645f4df2d551c1b5a1de29e1f4f35bed66f9671c,ccc64a5eb30b5973e66374c401c9b324ba48f4d859055abe89563a95b49e6afe
inner,"CN=P646401,OU=P646401,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a4d7b679d9e5484bbcbd42414e2a60f9,P646401,P646401,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",P646401,-2147483640,"CN=P64,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P646401北港稽徵所主任室,P646401北港稽徵所主任室,P646401北港稽徵所主任室,P646401北港稽徵所主任室,P646401北港稽徵所主任室,P646401北港稽徵所主任室,2011-07-07 16:31:22,2024-01-16 09:32:15,"1",ddf193e9e236c9f6b28f553d96b85e23f2f19c25d0f0a1617d0d96264ba71b05,"995a9d11693627b8f3c5c70603cbd118a5e3c86a5fff3393b471794b940f14be"
inner,"CN=B492A01,OU=B492A01,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","08d36992e0a4104989cab3433eed6044",B492A01,B492A01,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492A01,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492A01臺中分局分局長室,B492A01臺中分局分局長室,B492A01臺中分局分局長室,B492A01臺中分局分局長室,B492A01臺中分局分局長室,B492A01臺中分局分局長室,2012-09-10 19:08:32,2023-01-13 19:44:29,"1","5a44a4767b57f4d14cd03df050de47dceeb1596ab6af7a951e6a7aa6ec1f607c","7fe6c0457455e3ca927f8c6f9ed8f6452b567a42a3f4b765837dad1ca751eaa5"
inner,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","116149854f788e428b85b71be463c0ae",B49,B49,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B49,-2147483640,"CN=B01ALL,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,2012-09-10 19:08:31,2020-01-18 11:31:14,"1","35d579daaebe1929e059a6f0e5daf18f8997d868b0692dff7bd5815f91270a3a","301832d43e69084156d22fd862a4b7530cb53906d1a78ae5b3322a9f713cfb48"
inner,"CN=B492E00,OU=B492E00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","29e09bdbbd2f9f449411ef2f33335e4f",B492E00,B492E00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492E00,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492E00臺中分局第一課(停用),B492E00臺中分局第一課(停用),B492E00臺中分局第一課(停用),B492E00臺中分局第一課(停用),B492E00臺中分局第一課(停用),B492E00臺中分局第一課(停用),2012-09-10 19:08:34,2020-01-18 11:31:12,"0","8ae6f1a8b721bcf2f4ba3a6fd68eff8a1170afdd68d679a0cb59b854d04dbf1e","379a2fef7074b3a8d17ab4c6aac74df0ec6531308ee703f425e64ba22934b53f"
inner,"CN=B492F00,OU=B492F00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7340a04b5e6f144dbfcb5f1f5b16262e",B492F00,B492F00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492F00,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492F00臺中分局第二課(停用),B492F00臺中分局第二課(停用),B492F00臺中分局第二課(停用),B492F00臺中分局第二課(停用),B492F00臺中分局第二課(停用),B492F00臺中分局第二課(停用),2012-09-10 19:08:56,2020-01-18 11:31:12,"0","17e8a9a1ea1fae7dff0618c5812a932b9907a898f38b1b0bab777877f93cd605",c732addc4a8c58c82cfa58c3661f2edab7f66c86aefd17f6ef9a32f533fe7574
inner,"CN=B492A00,OU=B492A00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f2e8832c816cd549b2b0ad95aceef6da,B492A00,B492A00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492A00,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492A00臺中分局分局長室(停用),B492A00臺中分局分局長室(停用),B492A00臺中分局分局長室(停用),B492A00臺中分局分局長室(停用),B492A00臺中分局分局長室(停用),B492A00臺中分局分局長室(停用),2012-09-10 19:08:32,2020-01-18 11:31:12,"0",d783680865c76bea7129c137d36f73722ed19e68ff628278c9f8f2bbe5408060,f488ad06e2ed22e69d4afe42b753ad9178d1e84aa519c874f3c00cdffdc5eed0
inner,"CN=B492D00,OU=B492D00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","27c7c7a944257148bbb2a3a5b7e3681d",B492D00,B492D00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492D00,-2147483640,,B492D00臺中分局徵收課(停用),B492D00臺中分局徵收課(停用),B492D00臺中分局徵收課(停用),B492D00臺中分局徵收課(停用),B492D00臺中分局徵收課(停用),B492D00臺中分局徵收課(停用),2012-09-10 19:08:34,2020-01-18 11:31:12,"0",d36f2a659fb740492a527107860a3c2a89479ce9c1f01cf692a064139e10aaea,c69a81c2758349667e38cdaddab5174228330568b7a432e57bc4b8b20c152b6e
inner,"CN=B492D09,OU=B492D09,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","130643582559734aac682e3f4b8f7a24",B492D09,B492D09,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492D09,-2147483640,,B492D09臺中分局徵收課(停用),B492D09臺中分局徵收課(停用),B492D09臺中分局徵收課(停用),B492D09臺中分局徵收課(停用),B492D09臺中分局徵收課(停用),B492D09臺中分局徵收課(停用),2012-09-10 19:08:34,2020-01-18 11:31:12,"0","62a4ccfe4f59c1da47704bc292252875b3d392bfd22060c5fd14f45afc21c439",baecbba588205e345e2239a947202b700f953ee257d429e644e83d40ba4a4641
inner,"CN=B492C00,OU=B492C00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","868c398cc2d1544fb1244cc17e3a9be2",B492C00,B492C00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492C00,-2147483640,,B492C00臺中分局審查課(停用),B492C00臺中分局審查課(停用),B492C00臺中分局審查課(停用),B492C00臺中分局審查課(停用),B492C00臺中分局審查課(停用),B492C00臺中分局審查課(停用),2012-09-10 19:08:33,2020-01-18 11:31:12,"0",d63ccbcdd973b26d49ecd33cc20bb8e3a549bb56886b9a18d66474599293edb4,"279b73ba0feda1332206ded9dad590e418bbf851d9aeaf065e5a58e462fbd377"
inner,"CN=B492C07,OU=B492C07,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","36393cff85902b4c947acf0dd2306e27",B492C07,B492C07,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492C07,-2147483640,,B492C07臺中分局審查課(停用),B492C07臺中分局審查課(停用),B492C07臺中分局審查課(停用),B492C07臺中分局審查課(停用),B492C07臺中分局審查課(停用),B492C07臺中分局審查課(停用),2012-09-10 19:08:34,2020-01-18 11:31:12,"0","324e3283e084f67a2ed2628633921c75b2cf52d6b4678667e1a2689184484020",e5bfa1e7e3d5337010095942a62cb10efb2034944afab01d7f349dc52f21b35c
inner,"CN=B492B00,OU=B492B00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7756e172aaf15f499e26ad1620ad8b18",B492B00,B492B00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492B00,-2147483640,,B492B00臺中分局服務課(停用),B492B00臺中分局服務課(停用),B492B00臺中分局服務課(停用),B492B00臺中分局服務課(停用),B492B00臺中分局服務課(停用),B492B00臺中分局服務課(停用),2012-09-10 19:08:33,2020-01-18 11:31:12,"0",e173aae1d1fb37eb64837642f39a6a50791f3b52f0608490bf9d85f660ff69d2,"6ffa00651efcdb0965bf488501ef985026f4a028d44a4fb8a95a3f4af005dafa"
inner,"CN=B492B06,OU=B492B06,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","46e670b33b1eb14298cf8367ac886179",B492B06,B492B06,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492B06,-2147483640,,B492B06臺中分局服務課(停用),B492B06臺中分局服務課(停用),B492B06臺中分局服務課(停用),B492B06臺中分局服務課(停用),B492B06臺中分局服務課(停用),B492B06臺中分局服務課(停用),2012-09-10 19:08:33,2020-01-18 11:31:12,"0","9f352eeb8a56522b23f13f3802a60ba1402ab9b102f22c0d6f5590a556d7b100","9d169289917f734d1ab0e56259f8620bafc605c87ed84e058bdaeaf298bc0dd6"
inner,"CN=B011S02,OU=B011S02,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f3a9af6c3ea62e41a55db70929e1ceae,B011S02,B011S02,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B011S02,-2147483640,"CN=B011S00,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,2012-09-10 19:03:22,2023-01-13 20:04:32,"1",e57fb4035dafba8c60bb8afde119707abb71758f23deb4ccc7dd1cce057c02da,"914c7a627b73792fa91dcd5c32248ea7870cc4b245841ae4e807f83c3ecc4438"
inner,"CN=B492M00,OU=B492M00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","0e0f64fc9fc0c2448a961a6423de490b",B492M00,B492M00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492M00,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492M00臺中分局人事室(停用),B492M00臺中分局人事室(停用),B492M00臺中分局人事室(停用),B492M00臺中分局人事室(停用),B492M00臺中分局人事室(停用),B492M00臺中分局人事室(停用),2012-09-10 19:11:10,2020-01-18 11:31:12,"0","481af28a98de08908bc74e59d7d89c87405c5e564322140e99afae5935571479","91e01d96b32f9f5baab540d71a756862845c375bd71a6f742af3670fd18936b1"
inner,"CN=B492J00,OU=B492J00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","23b4fda7298d3845aaaf8c22c2f4e0c3",B492J00,B492J00,top;group,"CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw",B492J00,-2147483640,"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B492J00臺中分局第四課(停用),B492J00臺中分局第四課(停用),B492J00臺中分局第四課(停用),B492J00臺中分局第四課(停用),B492J00臺中分局第四課(停用),B492J00臺中分局第四課(停用),2012-09-10 19:10:05,2020-01-18 11:31:12,"0","65300288d7a5b2a1b599c3735e9ea394e7f3a514c361af7eb03765d22806ebdb","0d961bb3f950c23e6ffad91f52a57c2cfe9d562073b046d2c85c9b094c1c33a9"
