"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","objectclass","objectcategory","placeholder","whencreated","whenchanged"
B011E07銷售稅組營業稅二股,B011E07,"OU=B011E07,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","78dbf5288d303c47bef988d8c1e3c90b","5922b401441d245e630b4098470a765410f2fb1cf87d286dda1fe78f237b9379",e871c38123019ec796f223852c478c6f9f889f9c0a522ed4f05ebb7d5119cd1a,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2023-01-01 13:36:45,2023-01-01 13:36:45
B011T08法務組行政救濟二股,B011T08,"OU=B011T08,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",b2b3595416882f48923182b794822cef,a8b3daa07267ed35a83f64f1c6b5bab98bcb9ade383135425d4330eacbb85f0c,"7dc3043f517af318007e5bb3c70d2f5f82d1bfe63f2f863ed8bfd8054ddc0741",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2023-01-01 13:36:45,2023-01-01 13:36:45
B011F10綜合行政組服務股,B011F10,"OU=B011F10,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",b537890ca61ef5448365577ff34a3243,b129b561e47bdc0b6df66fb7c908b34f534a991217bdce9bf570cef5ea17d612,b17160fc9cc8b686b5ee0200216e41240f262c9dff060176641bfe9da1f93c45,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2023-01-01 13:36:46,2023-01-01 13:36:46
B011F11綜合行政組租稅教育及宣導股,B011F11,"OU=B011F11,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","0a0af4d388e5764986d55f2fa8a114e5","3a4c4d3ca840847e404d59faddb1978e93a694e6e0c0a2dc4856d86df9362a93","2d713e23ff6ef58e55e097a97b4c710ab9fa526e317bfa879d95c1f40a3762e9",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2023-01-01 13:36:47,2023-01-01 13:36:47
B011C05營所稅組審查一股,B011C05,"OU=B011C05,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","1e6d7200dc799c41a261af59f72974fb",f396b5e937a0d0516559fc036f868050d198dcb3448e524f1d0ddfa3581c80e4,"9ac570515dc338d52096af0a83ae13807c8de0c6817d08c899de84b6bb86810f",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:54,2023-01-13 18:56:15
B011R00綜所遺贈稅組,B011R00,"OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","559a79b7662a134e95b9a58e80ec5622",fe3c56e8e744487ca1336f9174dc5754ae0cf7d4f523e1c32b41f92011735174,"9357a3ccbf24854d15db349ab4a55d48ddac2ba23691db2561acd55d1771b826",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:10:34,2023-01-13 18:56:17
B011Q01徵收及資訊組系統一股,B011Q01,"OU=B011Q01,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","7830db532311314abe24bbad839851e4","1e63e81c659c51c7a308b4c32f0e19281801ef1bb5dcf7db6860b9b44139a0a0","8c6f5dfbb2308a91d63382cf3d14d35462e7199e0e5186e55855451d92e25d94",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:09:56,2023-01-13 18:56:16
B011Q02徵收及資訊組系統二股,B011Q02,"OU=B011Q02,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","770d57ede5865049bd8708beb0cfee3a","149cdec618c5aed4f773ae268e23360e4467a84eb3d9866eea6522a58cd5860e",d0797cfd12f28d35037399636cf507b27ad4d4bd3b5a1e43721573c9f2e398ec,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:10:02,2023-01-13 18:56:17
L525201大屯稽徵所主任室,L525201,"OU=L525201,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","3ccc16309d43bb47b943a41d1fc977f7",d3cca3eea7ac9b9be7eda139f7acf5aa2059edecd3a3a487f845822a63635d43,bd8f4d6fb53ae7138331c233d7bfa0a8057a43cdfa6111fe34e37cc02306d97b,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:42,2020-01-10 14:56:50
L525204大屯稽徵所審查股(停用),L525204,"OU=L525204,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","766ea3b9f132d042a2dacdab543f0e4c","3f64a2cf334aa26d64578e9d27d8d246fc1105d5fb10cb509acf4243b69d4b3b","3077706398bf60570d516dda4e15b8fdfa69d0be3f7f9829e845ec9fa82d73b4",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:42,2020-01-10 14:56:50
L525205大屯稽徵所徵收股(停用),L525205,"OU=L525205,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","2bf243f257dce44580120d29e2611c33",c037127647c891001d141a233bd20624bbe206216735dc881369189a79833566,a653ebc0b2086ee6e56130fba23c5479861f6571150e33292404aab52b27ef58,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:42,2020-01-10 14:56:50
L535302東勢稽徵所審核員,L535302,"OU=L535302,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","983c7982c118224ea31fc8f557d37393","08bb826fe1bd1833290053188189540c3f726340717822e35ad4d1f83b5c3400",c67be729ebac19adf4c220e62b00b41dbd3d0d5053afa64cffa5f47e541baf05,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:44,2020-01-10 14:56:50
L535309東勢稽徵所第三股,L535309,"OU=L535309,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","6f6191d2eba09c4e8188c4886a2280a2","52c92f8f2937ec51a9697121b30c1df8a8552df16bc18e6c5192c9225be8bd8d",de820c3affcd461466449a760f33b9aa7872aed44b229455a811023459a1b3b1,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:45,2020-01-10 14:56:50
B011C11審核員組(停用),B011C11,"OU=B011C11,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",bf8efb935e83e043b84ce3ac464c293c,"7835b87b173a5a589372f2d8eaae04ea8fe8b8e83295d648c0be7b5474661c0a",fbd8ab5d817a9755aaba0c9c902381a2a982cf1cc682f898e1b87ecb7acd5245,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:08:07,2020-01-10 14:56:50
B011F09綜合規劃科審核員組(停用),B011F09,"OU=B011F09,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","7d060c4c7ef0a844856368bd1ff62bff",d30cd9fc65dae4699532d3867f26cd59ed5194c4b557033b6f8d79d67b96cc08,"52cd3be0aeba72578621ca43474cab60cda438a36623aac1d55a8026b820c362",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:08:40,2023-01-15 13:28:15
B011Q03徵收及資訊組機作及資料股,B011Q03,"OU=B011Q03,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","30ee9c17c62d3847b3a908937708388c",e0ff3c03682e65cef13efd2073806a758495bfa7fa96df3b7ba35edaab8df82a,"69829d673a8b997823a7b097893bedc451dd94a8653f8c46bb99c6974164e995",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:10:09,2024-02-27 16:15:42
M606008埔里稽徵所服務管理股,M606008,"OU=M606008,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","4c729caa63c160489851ddb2617c6f73","8a8f14c2323333a436d1d7e3ac16d4f4c0c5bf72206ab314ea54c4fb77484fd7",b846750aed7b6df92ef1f9e85ac50e18aabf00f1018e1a2ef8291fbdf547402f,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-22 15:14:53,2023-01-16 10:28:14
M606010埔里稽徵所服務管理股(停用),M606010,"OU=M606010,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","8a5a5625ff5c4845a9d1e82fdcba848b","78189248af75de064c49f8b641f003e88d09c0c41481f3d6810728832bb6a601",f074c1aef20adf3d74c7efcdf15b1443b571e668da50839a165c5d28748f721d,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-22 15:24:19,2023-01-16 10:28:15
BELN6國有財產署,BELN6,"OU=BELN6,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","89fe093b21354447b0a36e3cf8c7a27e",f792c4974dc14aefad6469b5dd3b021b169841b78aaba5cfec8b4f3a0f8277d4,"5234d429cebabdd40644142d40dddab739d48c7296370aeea3c836a6db16dd4f",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:15,2020-01-10 14:56:50
B011C00營所稅組,B011C00,"OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","4e25c890f4656543b7c4d0b74dc93b51","070e963b7d48a31d3b8d8cb3049f8a87f815957cab34451c0f2b6571ee37289b","87f4412ca143822548b6dffd31918442859cd7f2d125ca706f09c6c5ecb0f3dd",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:38,2023-01-13 18:56:15
B011C02審查一科審核員一組(停用),B011C02,"OU=B011C02,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","9db850d9c3fc304dbbd1cb8bedeb6423",cbcca30035e576c190b677bee03dcfbd064657410c80f39148bcf7a80abe061c,"326c616cb7eb2a5db6751e08662e05ba37741a2d0f1b04f7e15e5083d920939f",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:39,2023-01-15 13:28:14
B01財政部中區國稅局,B01,"OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",d14c0dacf37ead4fa63303f8328297dd,"9f44f96d5f6d2e4b2773bb9ab5d7e31206abaab0b63f132ba02c7634c1cedce3",a637f353e3f71a55bc8294aa8d5105eae2c7bb86e666a92a453179527e5c5db0,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:24,2020-01-09 20:09:16
B011A00首長室,B011A00,"OU=B011A00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","00be76979a70084f905898322c1aaafb","546376a0b031ec2e733afe53422fddccd7714bdb0f356ac4e980ef2f5d2eeff7",a40fc7d86df0720a463af3a66f795d53a882d58cf595237544a87b6ac03b3a21,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:24,2020-01-09 20:09:16
B011B00服務科,B011B00,"OU=B011B00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",c540193a58a5ed4db021dda7a800db5f,b9331f4ee8c8e512dbd241651c6e82fc03614de213247ee8335d1daa8584d53f,"728c6c222bf06a0d9e797e9db300113800c08386904fea2168dbb7c103c036a7",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:30,2020-01-09 20:09:16
B011B01服務科服務股,B011B01,"OU=B011B01,OU=B011B00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",d65f05f67733f34ebb92fc449639055c,aa144f54a094248dea65f4c7c1294e780842ff5717b1826811c51e8a9bd4ac91,bc25c3648f00a719bf4893f34fcf3dd81327138985bf64f0f8c75deae01f53fa,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:30,2020-01-09 20:09:16
B01ROOT中區國稅局內部機關根節點,B01ROOT,"OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","30330610e5869c44ae652be4cc432c5d","651ebc10e35a546e709d829f03a90881d555334c05c81958becd082a2435b48a","696813e3c440cbc5b16e6618b631f73cbc17ed0ee1f0272725fc52c1ba4e5c6a",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:23,2020-01-09 20:09:16
B011B02服務科宣導股,B011B02,"OU=B011B02,OU=B011B00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",a5d9026f59269a4d82db77a941410546,a345eb4c6771505177e10199441c0e873339fd097c3b07e9fd38abd45b4d7512,"4794e5db7c1b4118239ddb782c96a4d5c6577a796ba9cdc9e3cf052fc71aab81",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:07:34,2020-01-09 20:09:16
BELN7國庫署,BELN7,"OU=BELN7,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",ea489a93dd9d904383aa6ba886f01a49,"31762d1acd1667f55eee937bb01b974b4b72669a0787f18f93b492d05f17b0cf","0788070f7a8c962e0acddc08d682af068876376e9380d62ea87be2bd3d8dd929",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2014-07-30 15:59:23,2020-01-09 20:09:17
BELN701國庫署庫務管理組,BELN701,"OU=BELN701,OU=BELN7,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",d91019491841304d99f3b96688ddde04,"1a66ef35001293d28f0d36e8abfe737289d6ea8df56b256eae44a92a48b3232e","82ae309c6de08da1c2042ee4d8d5c32c306b1a55769bcbba967eb73827b784fe",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2014-07-30 16:09:23,2020-01-09 20:09:17
BELN0財政部,BELN0,"OU=BELN0,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",d847da3086ac8e419532c5d164176c1c,a5a7639e65521fa52092f5e8153b2e2e5aaa1a080512cd934084c600098f7fc1,"9a6ca36902c113f2d060ce4e6190f608429a40ce161622a5c69ff3e89aa92b11",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-04-10 14:24:54,2020-01-09 20:09:17
BELN001財政部國際財政司,BELN001,"OU=BELN001,OU=BELN0,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","678029d908f6514b9b02f0aba79c6ebe",f53203af6f74133e77927ef517600cbad9679dd15099a0115ca0980c3dee5a2b,c33d6f31d2d94a6f9078bad8ac5d7fbe6f41f89cd53dab444af05ec7eea0025c,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-04-10 14:24:55,2020-01-09 20:09:17
BELN1財稅資料中心,BELN1,"OU=BELN1,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","29c1e4eef12f0845acc5891e5823f82a",c612507717341598e0f78ddd768a1c0b24c90622c93e683d099a1dbe44d115ca,d28ba75df3b7cb8a4519993fc1c0633aeca45a3830efb2282465f20962113436,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-11-29 09:54:53,2020-01-09 20:09:16
BELN104財稅資料中心第四組,BELN104,"OU=BELN104,OU=BELN1,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",ef1d1a36d4ac1a4e828dc5dace0d4bc3,"7555e558e6e039f14dfbaaae80932d46a24a8effefc84f40e9a06e0bc4608a4d","52f6fec611bc57485c43ba699c9e27f3f44862302ff6a6501dab44ecd297c70b",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-11-29 10:12:40,2020-01-09 20:09:16
BELN2賦稅署,BELN2,"OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","18733c1bbb7a7f4c91063e6b711b2165","60b382ebd21d39acde590ed0cdb2fde103b24c8db73c9bf2ad5d842e4cd5fa9d","078afa760c255089bf8475da89b280e436bb1f582477fe863e3a370b50fdb654",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:12,2020-01-09 20:09:16
BELN206賦稅署稽徵行政組,BELN206,"OU=BELN206,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",bc1e0eba9f146342b0992cf0bea56feb,"516ca1b9a3173b849b58e17c377de79eb423fc97414ddf159b7da97614fcf198",e80a4ff64844e9212af8565240ad66dde1911eb6a8ed844dc7851ae406fda469,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:13,2020-01-09 20:09:17
BELN201賦稅署所得稅組,BELN201,"OU=BELN201,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",a2785bbc3c8b0440966a37285e604d05,d8b03c7f05dd6d0d958ab7864f10588f3716ca1a5937338198d324dc2b5efb54,cb95777da70ef75240594ab35bb6996b0fb5c464d044d33c70213b62f17dfa83,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:12,2020-01-09 20:09:16
BELN202賦稅署消費稅組,BELN202,"OU=BELN202,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",ab572786c1557d48b446b56e7d258a5d,e6a741f7789ca932ce8ad9b0479e30b8469a82789fe6d4a2b71c5ecde40e9d73,aec65bb8bb2972e559a5da0b909554d261d489fd1d437463cef742cb02db3d5e,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:12,2020-01-09 20:09:16
BELN203賦稅署財產稅組,BELN203,"OU=BELN203,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",e958ea449d41584e83cfb753f2919581,c7cd2695da2e4c05d0f5c77bbea477ea5d316f09359bfff06a9ce2c39244a38e,"3fc7801f4b88f928a27384b9d66eb61caaeed84bdd35cdbc80e400356811601d",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:12,2020-01-09 20:09:16
BELN205賦稅署稽核組,BELN205,"OU=BELN205,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","6a69637eb48f544bad5f9db21a1bebc5",a109b5969e69c405333a181be5344c3541153caec64d30f404819b6c27e7cfb6,cbe18c591365058095929ba8e2f084ad1c046d92928ba6c7a85728f67c954967,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:13,2020-01-09 20:09:16
BELN210賦稅署中部辦公室,BELN210,"OU=BELN210,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",c59d410174481c4abaa38e9ec5e8f19a,f3303f7201807876eadda9d82eeed7c6a9f8150db6a616860e10eca617f3c233,e33111041586a9be5602a9fdb5ebba652d67bb7b2323855ccc3c38ca0242c6bc,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:13,2020-01-09 20:09:16
BELN220賦稅署,BELN220,"OU=BELN220,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","241c9accb1589643af4a79af8a24a2ac","31f4cf214eee0aba60affb9c73bdaeb46aa44d8c49e0eee02e34a40c0ef0083e","2989b7981c0a70bb3071d6d23f403f283f5aa530117f44a8c903b5fd8208d276",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-01-28 09:38:13,2020-01-09 20:09:16
BELN207賦稅署秘書室,BELN207,"OU=BELN207,OU=BELN2,OU=BELROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","606de890b36a1847b501fcc6a5c9f49a",cf6d3392f5865510349e89a6e4af0b0413129947696f3a4ba9b80bcc1c9e0c67,"8a50575139aa43887096833057e199aa9f11ce4f99d58a312f0c378979033688",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-14 16:38:35,2020-01-09 20:09:16
